"brand_name","state_abbr","technology","provider_id","cnt_services","cnt_bcat_locations","count"
"VERIZON","NV",71,"131425 ","268266","259672","23085"
"Redzone Wireless, LLC","ME",71,"360125 ","265718","265718","16500"
"Xfinity","SC",40,"130317 ","264918","264918","14197"
"Verizon","RI",50,"131425 ","264560","264560","18516"
"T-Mobile US","RI",71,"130403 ","264426","264426","19716"
"T-Mobile US","SD",71,"130403 ","264294","264294","37412"
"VERIZON","MD",71,"131425 ","264208","252507","36617"
"Charter Communications Inc","IL",40,"130235 ","263817","263817","17193"
"Starlink","WY",61,"430076 ","262998","262998","27857"
"HughesNet","WY",60,"130627 ","262998","262998","27857"
"Ziply Fiber","OR",10,"420173 ","262589","262589","15363"
"Quantum Fiber","FL",50,"130228 ","262555","262555","14251"
"Brightspeed","PA",10,"470022 ","261905","261905","21857"
"CenturyLink","NE",10,"130228 ","261282","261282","28441"
"Ridge Wireless Inc","CA",70,"460071 ","261254","261254","12413"
"Sparklight","TX",40,"130183 ","259812","259812","18435"
"T-Mobile US","MT",71,"130403 ","259160","259160","30904"
"CenturyLink","CO",50,"130228 ","259048","259048","17685"
"Metronet Holdings","KY",50,"131081 ","258250","129125","4179"
"Brightspeed","WI",10,"470022 ","256548","256548","28301"
"Urban Networks","PR",70,"410182 ","255403","255403","8458"
"XAIRNET CORP","PR",70,"410182 ","255403","255403","8458"
"AT&T Inc","KS",50,"130077 ","255377","255377","11777"
"AT&T Inc","WI",50,"130077 ","254769","254769","13634"
"FRONTIER","IN",10,"130258 ","253010","253010","32056"
"Charter Communications Inc","NE",40,"130235 ","251882","251882","23459"
"Sonic.net","CA",50,"190425 ","251144","251144","10868"
"FRONTIER","MI",10,"130258 ","250894","250894","27825"
"Service Electric Cable TV","PA",40,"330002 ","250852","250852","18123"
"Skyrunner  Inc","NC",70,"350091 ","249913","249913","15184"
"FRONTIER","CT",10,"130258 ","249491","249491","28517"
"Charter Communications Inc","MT",40,"130235 ","249337","249337","18173"
"Brightspeed","VA",10,"470022 ","249321","249321","18565"
"WOW Internet, Cable & Phone","AL",40,"131480 ","248435","248435","11796"
"VERIZON","CT",71,"131425 ","248065","235173","27948"
"Viasat, Inc.","DC",60,"290111 ","246416","123208","4769"
"Astound_Broadband","MA",40,"130079 ","245603","245603","12401"
"Sparklight","MS",40,"130183 ","244773","244773","14532"
"Charter Communications Inc","LA",40,"130235 ","243254","243254","11830"
"FRONTIER","NY",10,"130258 ","243177","243177","26987"
"Rise Broadband","UT",72,"140048 ","243110","243110","12798"
"Charter Communications Inc","WA",40,"130235 ","242171","242171","13562"
"IP Solutions","PR",70,"440145 ","240617","240617","9217"
"TWN Communications","TX",70,"131016 ","239621","239621","25327"
"MCC_Georgia_LLC","GA",40,"130804 ","239275","239275","17073"
"Blue Ridge Cable Technologies","PA",40,"131026 ","238758","238758","15649"
"LiveWireNet","CO",72,"430139 ","236513","236513","12732"
"Valor Telecommunications of Texas, LP","TX",10,"131413 ","236499","236499","28814"
"Webatron Internet Solutions Inc","TX",70,"450134 ","235557","235557","10059"
"Bresco Broadband a 614 Gig Company","OH",50,"420073 ","234725","234725","10472"
"Optimum","NC",40,"130370 ","234434","234434","12901"
"Everstream","WI",50,"330025 ","234174","234174","14694"
"Google Fiber","MO",50,"240041 ","231751","231751","10572"
"Cox Communications","NE",40,"130360 ","231291","231291","11896"
"GeoLinks","CA",71,"310015 ","230401","230401","57493"
"Cox Communications","AR",40,"130360 ","229413","229413","12190"
"FRONTIER","OH",10,"130258 ","229096","229096","27780"
"Rise Broadband","IA",70,"140048 ","226824","226824","25577"
"Optimum","LA",40,"130370 ","225810","225810","13526"
"Metronet Holdings","MN",50,"131081 ","225764","112882","7822"
"Ziply Fiber","OR",50,"420173 ","225725","225725","11473"
"Optimum","CT",40,"130370 ","224693","224693","9442"
"Xfinity","WV",40,"130317 ","223039","223039","12906"
"TWN Communications","IN",70,"131016 ","220940","220940","18266"
"Alyrica","OR",70,"270011 ","220737","112043","10591"
"Brightspeed","AL",10,"470022 ","220631","220631","22615"
"Charter Communications Inc","NV",40,"130235 ","220532","220532","9246"
"TDS Telecom","WI",50,"131310 ","219502","219480","13580"
"Windstream Iowa Communications, Inc.","IA",10,"131413 ","217736","217736","33276"
"Nextlink","NE",71,"290010 ","217032","217032","25659"
"Applied_Technology_Group_Inc","CA",70,"390008 ","216801","216801","10487"
"Elevate ConnX","OR",71,"460028 ","216471","216471","13142"
"Mediacom_Southeast_LLC","AL",40,"130804 ","216244","216244","11329"
"MCC_Missouri_LLC","MO",40,"130804 ","216168","216168","14120"
"Agile Networks","OH",71,"130254 ","214677","214677","74043"
"Google Fiber","NC",50,"240041 ","213649","213649","6704"
"Charter Communications Inc","KS",40,"130235 ","213648","213648","8838"
"Everstream","IN",50,"330025 ","212817","212817","13164"
"Windstream North Carolina, LLC","NC",10,"131413 ","211674","211674","10208"
"T-Mobile US","HI",71,"130403 ","210830","210830","8327"
"OpenBroadband LLC","NC",72,"390082 ","210052","210052","12675"
"Mediacom_Minnesota_LLC","MN",40,"130804 ","209881","209881","16118"
"AT&T Inc","MS",50,"130077 ","209601","209601","11712"
"Innercity Fibernet LLC","TX",71,"470118 ","203602","203602","9677"
"Google Fiber","KS",50,"240041 ","202753","202733","7651"
"Verizon","DE",50,"131425 ","202710","202710","7474"
"Nextlink","IA",71,"290010 ","202558","202558","29518"
"Vexus Fiber","TX",50,"150340 ","202074","202074","14063"
"Optimum","AR",40,"130370 ","202036","202036","14146"
"FRONTIER","WI",10,"130258 ","200879","200879","22132"
"VERIZON","NE",71,"131425 ","200307","195498","51064"
"Razzolink Inc.","CA",70,"190311 ","198687","198687","8467"
"ArmstrongUtilitiesInc","PA",40,"130071 ","197402","197402","14189"
"T-Mobile US","ND",71,"130403 ","197310","197310","34205"
"Rise Broadband","NV",70,"140048 ","197046","197046","9388"
"Brightspeed","IN",10,"470022 ","196054","196054","18922"
"Alyrica","OR",71,"270011 ","195470","97925","8201"
"Xfinity","LA",40,"130317 ","195406","195406","9326"
"FRONTIER","PA",10,"130258 ","195126","195126","23236"
"BLUENET COMMUNICATIONS, LLC","PR",70,"430014 ","194828","194828","6814"
"VTX Communications, LLC","TX",70,"340001 ","194639","194639","19965"
"NetSpeed LLC","CT",50,"370074 ","193052","193052","8051"
"Astound_Broadband","PA",40,"130079 ","191672","191672","14576"
"Point Broadband Fiber Holding, LLC","TX",70,"340070 ","190799","190799","13383"
"Brightspeed","AR",10,"470022 ","190723","190723","20427"
"WiFi Services Caribbean","PR",70,"450136 ","190573","190573","6931"
"T-Mobile US","VT",71,"130403 ","189840","189840","15238"
"Consolidated Communications","NH",10,"130335 ","189749","189749","14289"
"FRONTIER","WV",10,"130258 ","189135","189135","29634"
"BluegrassNet","KY",70,"230022 ","187853","187853","7701"
"Breezeline","PA",40,"280001 ","187810","187810","15899"
"Allo Communications, LLC","NE",50,"190504 ","187616","187616","14641"
"Metronet Holdings","NC",50,"131081 ","186898","93449","3873"
"Windstream Pennsylvania, LLC.","PA",10,"131413 ","186163","186163","18734"
"Fidium Fiber","NH",50,"130335 ","185703","185703","11153"
"Anthem Broadband","ID",70,"320127 ","185449","185449","18236"
"Succeed.Net","CA",70,"260052 ","185042","185042","12197"
"W A T C H TV","IL",71,"130116 ","183902","183902","21761"
"Optimum","CT",50,"130370 ","183551","183551","8368"
"VERIZON","ID",71,"131425 ","183546","175700","28566"
"Windstream Nebraska, Inc.","NE",10,"131413 ","183512","183512","20377"
"Astound_Broadband","WA",40,"130079 ","183440","183440","9791"
"VERIZON","NM",71,"131425 ","183135","178450","32447"
"C&C WIRELESS PUERTO RICO INC","PR",70,"430017 ","182511","182511","6291"
"CenturyLink","WA",50,"130228 ","181661","181661","17853"
"WOW Internet, Cable & Phone","GA",40,"131480 ","181018","181018","6861"
"Everstream","IL",50,"330025 ","178730","178730","13074"
"VERIZON","MS",71,"131425 ","178582","177640","48927"
"Rise Broadband","NE",70,"140048 ","178211","178211","26067"
"PocketiNet","WA",70,"370088 ","177483","177483","10739"
"AT&T Inc","AR",50,"130077 ","176915","176915","9668"
"TWN Communications","NM",70,"131016 ","175083","175083","12541"
"Gtek Communications","TX",71,"310040 ","173815","173815","12477"
"Telepak Networks Inc","MS",50,"131302 ","173743","173743","17511"
"Mobius","LA",70,"340047 ","173144","173144","6165"
"Wind Wireless","WA",70,"480107 ","173103","173103","11329"
"Resound Networks","NM",70,"340061 ","173017","173017","14349"
"Mercury Broadband","KS",71,"190236 ","172709","172709","18561"
"Cox Communications","AZ",50,"130360 ","171896","171896","6044"
"Brightspeed","TN",10,"470022 ","171311","171311","12092"
"Western Broadband","TX",70,"290042 ","169955","169955","9575"
"Xfinity","VT",40,"130317 ","169219","169219","10611"
"Ziplink Internet","TX",72,"220015 ","168567","168567","6617"
"SpeedyNet","PR",70,"430213 ","168034","168034","5835"
"Agile Networks","OH",72,"130254 ","167884","167884","14889"
"Quantum Fiber","WA",50,"130228 ","165191","165191","12071"
"UNITED STATES CELLULAR CORPORATION","NH",71,"131310 ","164996","164996","12805"
"CenturyLink","SD",10,"130228 ","164872","164872","14784"
"Buckeye_Cablesystem","OH",40,"130137 ","163566","163566","7765"
"Hawaiian Telcom","HI",50,"130254 ","163237","163237","6413"
"Guadalupe Valley Electric Coop","TX",70,"450052 ","163116","163116","10144"
"CenturyLink","OR",50,"130228 ","161757","161757","13302"
"GCI Communication Corp.","AK",40,"130534 ","161696","161696","7036"
"Visionary Broadband","WY",70,"300171 ","161407","161407","14718"
"EV Holdings 1 LLC","WA",70,"430019 ","161301","104880","6135"
"Optimum","AZ",40,"130370 ","160752","160752","6720"
"Tachus CLEC, LLC","TX",50,"460079 ","160519","160519","3976"
"Xfinity","AR",40,"130317 ","160504","160504","8935"
"Everstream","MO",50,"330025 ","159248","159248","9592"
"Nextlink","IA",70,"290010 ","159166","159166","20850"
"Total HighSpeed Internet Solutions","MO",70,"260056 ","158956","158956","16061"
"Nextlink","NE",70,"290010 ","158864","158864","19216"
"Rise Broadband","TX",72,"140048 ","158815","158815","12143"
"FRONTIER","IN",50,"130258 ","157826","157826","8391"
"Google Fiber","UT",50,"240041 ","157483","157483","7016"
"Ziply Wireless","WA",70,"420173 ","157091","157091","10577"
"Service_Electric_Cablevision_Inc","PA",40,"330002 ","156715","156715","13223"
"bloosurf","DE",71,"290018 ","155117","155117","7220"
"Wired or Wireless Inc.","WA",70,"131497 ","154964","154964","11711"
"CenturyLink","WY",10,"130228 ","154631","154631","14395"
"Mercury Broadband","IN",70,"190236 ","154273","154273","13076"
"Atlink Services","OK",72,"290004 ","154092","154092","11233"
"Utah Telecommunication Open Infrastructure Agency","UT",50,"230051 ","153832","153832","7116"
"Amplex Wireless","OH",71,"130059 ","153102","153102","11663"
"Charter Communications Inc","CO",40,"130235 ","152621","152621","11034"
"Nextlink","OK",71,"290010 ","150399","150399","14679"
"GigFire","MN",70,"480044 ","150312","150312","36460"
"WIRELESS INTERNET CORP","TX",70,"300172 ","150273","150273","7319"
"Triad Wireless LLC","AZ",70,"350105 ","149403","149403","11294"
"Metronet Holdings","OH",50,"131081 ","149324","74662","2883"
"LTD Broadband","MN",70,"240056 ","148989","148989","36097"
"Wisper ISP, LLC","IL",72,"430176 ","148825","148825","24606"
"Xfinity","AZ",40,"130317 ","148661","148661","4227"
"Windstream Kentucky East, LLC","KY",50,"131413 ","148165","148165","10056"
"Fidium","CA",50,"130335 ","147611","147611","5856"
"FRONTIER","MN",10,"130258 ","145836","145836","16946"
"Ayera Technologies, Inc.","CA",71,"380158 ","145348","145348","9695"
"Nextlink","OK",70,"290010 ","144925","144925","17812"
"Rise Broadband","IL",72,"140048 ","144718","144718","18889"
"Optimum","OK",40,"130370 ","144366","144366","14654"
"Cox Communications","CT",40,"130360 ","144174","144174","5417"
"Utah Broadband","UT",70,"440190 ","143929","143929","15723"
"Quantum Fiber","CO",50,"130228 ","143473","143473","8992"
"ACD.net","MI",50,"370064 ","143266","143266","14848"
"FRONTIER","CA",10,"130258 ","142535","142535","29492"
"TREPIC Networks LLC","AZ",70,"400050 ","141278","141278","7457"
"Beehive Broadband","UT",50,"130106 ","140062","140062","6625"
"FRONTIER","WV",50,"130258 ","139912","139912","9857"
"Quantum Fiber","MN",50,"130228 ","138496","138496","8319"
"Velociter Wireless","CA",70,"131421 ","138228","138228","7946"
"Charter Communications Inc","PA",40,"130235 ","138134","138134","8204"
"Charter Communications Inc","TX",50,"130235 ","137733","137733","29124"
"Sparklight","AZ",40,"130183 ","137384","137384","6944"
"Plains Internet  LLC","TX",70,"340059 ","136507","136507","10166"
"FIF St. George, LLC","UT",71,"170054 ","136118","98741","5904"
"COSOTNET","PR",70,"450039 ","134892","134892","4265"
"Comcell","TX",70,"130327 ","134510","134510","10707"
"Comcell","TX",71,"130327 ","134510","134510","10707"
"FYBERCOM LLC","ID",70,"360134 ","133619","133619","9911"
"Quantum Fiber","AZ",50,"130228 ","133005","133005","7066"
"UNITED STATES CELLULAR CORPORATION","CA",71,"131310 ","132458","132458","11067"
"Mediacom_Southeast_LLC","FL",40,"130804 ","132144","132144","6496"
"Charter Communications Inc","WY",40,"130235 ","131824","131824","10184"
"Metronet Holdings","FL",50,"131081 ","131816","65908","2592"
"VTX Communications, LLC","TX",71,"340001 ","130970","130970","18301"
"Astound_Broadband","MD",40,"130079 ","130741","130741","4800"
"i3 Broadband","IL",50,"350085 ","130105","130105","7572"
"Mercury Broadband","KS",70,"190236 ","130005","130005","12574"
"PocketiNet","WA",71,"370088 ","129934","129934","8040"
"EPB","TN",50,"190134 ","129703","129703","5759"
"Fidium","TX",50,"130335 ","129231","129231","3821"
"Ziplink Internet","TX",70,"220015 ","127564","127564","4908"
"Prado Network","PR",70,"460066 ","126513","126513","2953"
"West Central Wireless","TX",71,"130227 ","125965","125965","12510"
"Consolidated Communications","VT",10,"130335 ","125450","125408","10730"
"KwiKom","KS",70,"290058 ","125216","125216","26121"
"Xfinity","MO",40,"130317 ","125002","125002","5322"
"Charter Communications Inc","CT",40,"130235 ","124469","124469","5997"
"Horry Telephone Cooperative, Inc","SC",50,"130620 ","123460","123460","5413"
"CenturyLink","MN",50,"130228 ","123284","123284","10081"
"HughesNet","DC",60,"130627 ","123207","123207","4769"
"Starlink","DC",61,"430076 ","123206","123206","4769"
"Windstream Western Reserve, Inc.","OH",10,"131413 ","122950","122950","6056"
"Nextlink","IL",70,"290010 ","122767","122767","18286"
"AT&T Inc","NV",10,"130077 ","122585","122585","7445"
"Optimum","MO",40,"130370 ","122386","122386","9948"
"Xfinity","DC",40,"130317 ","122244","122244","4704"
"Liberty","PR",50,"130741 ","122136","122136","4446"
"RiverStreet Networks","NC",70,"131486 ","121889","121889","8963"
"Sparklight","OK",40,"130183 ","120975","120975","11615"
"Sparklight","IL",40,"130183 ","120051","120051","13515"
"Fidium Fiber","ME",50,"130335 ","119850","119850","6399"
"Mediacom_Indiana_LLC","IN",40,"130804 ","119457","119457","8910"
"lumos","NC",50,"300191 ","118752","118751","5374"
"Glo Fiber","VA",50,"131181 ","118590","118590","5538"
"Nextlink","TX",72,"290010 ","118274","118274","5783"
"Wisper ISP, LLC","MO",70,"430176 ","117730","117730","18416"
"NITCO","IN",70,"130921 ","117727","117727","5743"
"Consolidated Communications","TX",10,"130335 ","117327","117327","5406"
"Charter Communications Inc","CA",50,"130235 ","115990","115990","29173"
"Charter Communications Inc","NC",50,"130235 ","115693","115693","20070"
"Peoples Communications","TX",71,"131031 ","115170","115168","8857"
"VERIZON","MT",71,"131425 ","114936","109988","25666"
"ArmstrongUtilitiesInc","OH",40,"130071 ","114524","114524","6408"
"Rise Broadband","TX",71,"140048 ","114065","114065","8184"
"MetaLINK Technologies, Inc.","OH",71,"140064 ","113951","113951","13959"
"Nextlink","KS",72,"290010 ","113330","113330","6003"
"ALASKA COMMUNICATIONS","AK",10,"130081 ","112962","111918","5776"
"Clear Rate","MI",50,"130292 ","112797","112797","5414"
"Point Broadband Fiber Holding, LLC","MI",70,"340070 ","111479","111479","12111"
"Shentel","VA",40,"131181 ","110739","110739","6024"
"Greenlight Networks","NY",50,"320047 ","110555","110555","4396"
"Neptuno Media","PR",71,"150290 ","110534","110534","6278"
"Choice Wireless","AZ",71,"130081 ","110492","110492","10031"
"Cox Communications","GA",40,"130360 ","109879","109879","5008"
"CenturyLink","AZ",50,"130228 ","109629","109629","7294"
"Twin Lakes","TN",50,"131384 ","109133","55439","3743"
"Peninsula Fiber Network","MI",50,"360067 ","108959","108959","13356"
"CenturyLink","ND",10,"130228 ","108648","108648","9745"
"Verizon","DE",10,"131425 ","108616","108616","4042"
"Windstream Concord Telephone Company","NC",10,"131413 ","107785","107785","5521"
"T-Mobile US","WY",71,"130403 ","107759","107759","12297"
"Anthem Broadband","ID",72,"320127 ","107735","107735","7547"
"Fatbeam","ID",70,"300057 ","107178","107178","9041"
"Astound_Broadband","IN",40,"130079 ","106854","106854","5300"
"Hankins Information Technology","CA",70,"360119 ","106487","106487","4657"
"Bertram Internet","IL",70,"260003 ","105868","105868","7381"
"Tekify Fiber & Wireless","CA",70,"280057 ","105845","105845","4284"
