"geoid_bl","tot_loc","cnt_ms"
"500279654002007",45,"43"
"500279654002008",4,"3"
"500279654002009",10,"12"
"500279654002010",18,"23"
"500279654002011",6,"7"
"500279654002012",3,"5"
"500279654002013",9,"16"
"500279654002014",14,"20"
"500279654002015",1,"0"
"500279654002016",11,"15"
"500279654002017",14,"23"
"500279654002018",22,"32"
"500279654002019",17,"23"
"500279654002020",18,"27"
"500279654002021",4,"6"
"500279654002022",1,"3"
"500279654002023",5,"7"
"500279654002024",9,"11"
"500279654002025",3,"7"
"500279654002026",3,"7"
"500279654002027",14,"25"
"500279654002028",51,"99"
"500279654002029",3,"4"
"500279654002030",10,"20"
"500279654002031",14,"30"
"500279654002032",3,"6"
"500279654002033",25,"54"
"500279654002034",3,"8"
"500279654002035",7,"12"
"500279654002036",3,"5"
"500279654002037",1,"3"
"500279654002038",2,"3"
"500279654002039",8,"13"
"500279654002040",5,"9"
"500279654002041",38,"73"
"500279654002042",33,"35"
"500279654002043",NULL,"0"
"500279654002044",2,"3"
"500279654002045",5,"5"
"500279654002046",1,"1"
"500279654002047",25,"29"
"500279654002048",26,"37"
"500279654002049",2,"1"
"500279654002050",3,"1"
"500279654002051",NULL,"0"
"500279654002052",3,"4"
"500279654002053",NULL,"1"
"500279654002054",NULL,"0"
"500279654003000",1,"1"
"500279654003001",4,"3"
"500279654003002",44,"55"
"500279654003003",3,"3"
"500279654003004",1,"1"
"500279654003005",57,"66"
"500279654003006",5,"5"
"500279654003007",2,"4"
"500279654003008",78,"105"
"500279654003009",2,"2"
"500279654003010",1,"2"
"500279654003011",6,"11"
"500279654003012",7,"6"
"500279654003013",12,"17"
"500279654003014",3,"3"
"500279654003015",43,"52"
"500279654003016",NULL,"1"
"500279654003017",1,"1"
"500279654003018",10,"12"
"500279654003019",7,"10"
"500279654003020",18,"27"
"500279654003021",18,"26"
"500279654003022",NULL,"0"
"500279654003023",27,"34"
"500279654003024",5,"5"
"500279654003025",3,"3"
"500279654003026",16,"24"
"500279654003027",8,"12"
"500279654003028",17,"17"
"500279654003029",3,"5"
"500279654003030",47,"78"
"500279654003031",NULL,"0"
"500279654003032",NULL,"0"
"500279654003033",1,"2"
"500279654003034",2,"3"
"500279654003035",11,"15"
"500279654003036",NULL,"0"
"500279654003037",18,"10"
"500279654003038",87,"109"
"500279654003039",51,"54"
"500279654003040",NULL,"2"
"500279654003041",21,"34"
"500279654003042",10,"15"
"500279654003043",5,"5"
"500279654003044",17,"18"
"500279654003045",2,"1"
"500279654003046",5,"6"
"500279654003047",10,"11"
"500279654003048",8,"7"
"500279654003049",20,"27"
"500279654003050",2,"2"
"500279654003051",NULL,"0"
"500279654003052",59,"57"
"500279654003053",NULL,"0"
"500279654004000",59,"62"
"500279654004001",3,"4"
"500279654004002",4,"5"
"500279654004003",2,"3"
"500279654004004",9,"12"
"500279654004005",NULL,"0"
"500279654004006",NULL,"0"
"500279654004007",2,"1"
"500279654004008",7,"7"
"500279654004009",2,"2"
"500279654004010",25,"36"
"500279654004011",10,"17"
"500279654004012",35,"48"
"500279654004013",6,"6"
"500279654004014",3,"6"
"500279654004015",1,"1"
"500279654004016",1,"2"
"500279654004017",NULL,"0"
"500279654004018",NULL,"0"
"500279654004019",1,"1"
"500279654004020",NULL,"0"
"500279654004021",9,"9"
"500279654004022",2,"2"
"500279654004023",4,"5"
"500279654004024",41,"50"
"500279654004025",4,"4"
"500279654004026",NULL,"0"
"500279654004027",NULL,"0"
"500279654004028",41,"37"
"500279654004029",NULL,"0"
"500279654004030",NULL,"0"
"500279654004031",NULL,"1"
"500279654004032",NULL,"0"
"500279654004033",NULL,"0"
"500279654004034",34,"39"
"500279654004035",53,"48"
"500279654004036",6,"1"
"500279654004037",48,"37"
"500279654004038",4,"5"
"500279654004039",1,"0"
"500279654004040",3,"2"
"500279654004041",5,"6"
"500279654004042",23,"27"
"500279654004043",NULL,"0"
"500279654004044",NULL,"0"
"500279654004045",1,"2"
"500279654004046",4,"6"
"500279654004047",5,"7"
"500279654004048",25,"19"
"500279654004049",3,"2"
"500279654004050",21,"23"
"500279654004051",NULL,"1"
"500279654004052",4,"4"
"500279654004053",13,"7"
"500279654004054",3,"2"
"500279654004055",1,"1"
"500279654004056",5,"5"
"500279654004057",10,"14"
"500279654004058",NULL,"0"
"500279654004059",4,"6"
"500279654004060",4,"4"
"500279655011000",NULL,"0"
"500279655011001",NULL,"0"
"500279655011002",NULL,"0"
"500279655011003",1,"0"
"500279655011004",NULL,"0"
"500279655011005",4,"1"
"500279655011006",1,"1"
"500279655011007",1,"0"
"500279655011008",1,"1"
"500279655011009",6,"5"
"500279655011010",2,"3"
"500279655011011",14,"7"
"500279655011012",3,"1"
"500279655011013",4,"1"
"500279655011014",5,"3"
"500279655011015",5,"8"
"500279655011016",NULL,"0"
"500279655011017",NULL,"0"
"500279655011018",3,"6"
"500279655011019",7,"6"
"500279655011020",2,"2"
"500279655011021",8,"10"
"500279655011022",NULL,"0"
"500279655011023",1,"1"
"500279655011024",2,"2"
"500279655011025",1,"1"
"500279655011026",4,"1"
"500279655011027",6,"1"
"500279655011028",NULL,"0"
"500279655011029",17,"10"
"500279655011030",6,"2"
"500279655011031",1,"1"
"500279655011032",NULL,"2"
"500279655011033",40,"39"
"500279655011034",1,"2"
"500279655011035",14,"12"
"500279655011036",10,"4"
"500279655011037",NULL,"0"
"500279655011038",NULL,"0"
"500279655011039",NULL,"0"
"500279655011040",8,"12"
"500279655011041",3,"3"
"500279655011042",4,"1"
"500279655011043",30,"19"
"500279655011044",9,"8"
"500279655011045",2,"1"
"500279655011046",36,"15"
"500279655011047",59,"33"
"500279655011048",29,"13"
"500279655011049",92,"71"
"500279655011050",NULL,"0"
"500279655011051",1,"0"
"500279655011052",13,"8"
"500279655011053",NULL,"0"
"500279655011054",NULL,"0"
"500279655011055",35,"24"
"500279655011056",6,"4"
"500279655011057",NULL,"0"
"500279655012000",NULL,"0"
"500279655012001",NULL,"0"
"500279655012002",21,"11"
"500279655012003",2,"0"
"500279655012004",18,"11"
"500279655012005",34,"22"
"500279655012006",7,"3"
"500279655012007",8,"5"
"500279655012008",1,"0"
"500279655012009",NULL,"0"
"500279655012010",NULL,"0"
"500279655012011",NULL,"0"
"500279655012012",NULL,"0"
"500279655012013",13,"2"
"500279655012014",3,"2"
"500279655012015",NULL,"0"
"500279655012016",101,"20"
"500279655012017",70,"25"
"500279655012018",2,"5"
"500279655012019",11,"4"
"500279655012020",1,"2"
"500279655012021",9,"5"
"500279655012022",18,"1"
"500279655012023",1,"1"
"500279655012024",5,"2"
"500279655012025",NULL,"0"
"500279655012026",34,"7"
"500279655012027",19,"2"
"500279655012028",4,"0"
"500279655012029",77,"26"
"500279655012030",17,"5"
"500279655012031",40,"10"
"500279655012032",42,"29"
"500279655012033",14,"1"
"500279655012034",21,"3"
"500279655012035",17,"5"
"500279655012036",NULL,"0"
"500279655012037",2,"1"
"500279655012038",2,"2"
"500279655012039",NULL,"0"
"500279655012040",NULL,"0"
"500279655012041",8,"5"
"500279655012042",NULL,"0"
"500279655012043",NULL,"0"
"500279655012044",18,"15"
"500279655012045",1,"1"
"500279655012046",35,"28"
"500279655012047",5,"2"
"500279655012048",NULL,"0"
"500279655012049",NULL,"0"
"500279655012050",2,"0"
"500279655013000",1,"0"
"500279655013001",1,"2"
"500279655013002",7,"9"
"500279655013003",77,"31"
"500279655013004",14,"7"
"500279655013005",15,"13"
"500279655013006",11,"3"
"500279655013007",81,"42"
"500279655013008",2,"2"
"500279655013009",3,"0"
"500279655013010",17,"6"
"500279655013011",2,"2"
"500279655013012",NULL,"0"
"500279655013013",1,"0"
"500279655013014",12,"9"
"500279655013015",4,"0"
"500279655013016",NULL,"0"
"500279655013017",1,"3"
"500279655013018",NULL,"0"
"500279655013019",42,"22"
"500279655013020",7,"2"
"500279655013021",NULL,"0"
"500279655013022",33,"35"
"500279655013023",2,"1"
"500279655013024",68,"61"
"500279655013025",10,"8"
"500279655013026",6,"7"
"500279655013027",2,"2"
"500279655013028",NULL,"0"
"500279655013029",4,"5"
"500279655013030",8,"7"
"500279655013031",4,"3"
"500279655013032",1,"0"
"500279655013033",NULL,"0"
"500279655013034",NULL,"0"
"500279655013035",NULL,"0"
"500279655013036",1,"0"
"500279655013037",5,"7"
"500279655013038",50,"14"
"500279655013039",15,"3"
"500279655013040",8,"4"
"500279655013041",25,"8"
"500279655013042",2,"0"
"500279655013043",16,"14"
"500279655013044",33,"15"
"500279655013045",1,"1"
"500279655013046",6,"6"
"500279655013047",14,"6"
"500279655013048",6,"8"
"500279655013049",47,"16"
"500279655013050",9,"7"
"500279655013051",15,"8"
"500279655013052",10,"6"
"500279655013053",39,"7"
"500279655013054",NULL,"0"
"500279655013055",NULL,"0"
"500279655013056",NULL,"0"
"500279655013057",8,"2"
"500279655013058",NULL,"0"
"500279655021000",4,"0"
"500279655021001",16,"8"
"500279655021002",3,"2"
"500279655021003",NULL,"0"
"500279655021004",4,"3"
"500279655021005",26,"23"
"500279655021006",5,"3"
"500279655021007",2,"3"
"500279655021008",2,"2"
"500279655021009",NULL,"0"
"500279655021010",NULL,"0"
"500279655021011",3,"0"
"500279655021012",5,"4"
"500279655021013",24,"19"
"500279655021014",1,"0"
"500279655021015",NULL,"0"
"500279655021016",5,"3"
"500279655021017",3,"2"
"500279655021018",7,"6"
"500279655021019",NULL,"0"
"500279655021020",2,"2"
"500279655021021",NULL,"1"
"500279655021022",2,"3"
"500279655021023",1,"1"
"500279655021024",3,"0"
"500279655021025",NULL,"2"
"500279655021026",7,"8"
"500279655021027",4,"4"
"500279655021028",3,"2"
"500279655021029",8,"12"
"500279655021030",95,"72"
"500279655021031",NULL,"0"
"500279655021032",12,"10"
"500279655021033",5,"6"
"500279655021034",NULL,"0"
"500279655021035",53,"19"
"500279655021036",3,"3"
"500279655021037",NULL,"0"
"500279655021038",NULL,"0"
"500279655021039",2,"1"
"500279655021040",NULL,"0"
"500279655021041",NULL,"0"
"500279655021042",NULL,"0"
"500279655021043",NULL,"0"
"500279655022000",6,"9"
"500279655022001",1,"1"
"500279655022002",5,"5"
"500279655022003",5,"0"
"500279655022004",NULL,"4"
"500279655022005",5,"5"
"500279655022006",12,"12"
"500279655022007",7,"7"
"500279655022008",3,"3"
"500279655022009",35,"41"
"500279655022010",2,"2"
"500279655022011",9,"9"
"500279655022012",14,"20"
"500279655022013",2,"0"
"500279655022014",20,"9"
"500279655022015",NULL,"0"
"500279655022016",153,"148"
"500279655022017",45,"47"
"500279655022018",5,"7"
"500279655022019",11,"11"
"500279655022020",13,"9"
"500279655022021",13,"11"
"500279655023000",NULL,"0"
"500279655023001",NULL,"0"
"500279655023002",NULL,"0"
"500279655023003",10,"11"
"500279655023004",7,"17"
"500279655023005",34,"35"
"500279655023006",NULL,"0"
"500279655023007",1,"2"
"500279655023008",9,"10"
"500279655023009",13,"16"
"500279655023010",29,"34"
"500279655023011",58,"65"
"500279655023012",7,"6"
"500279655023013",28,"33"
"500279655023014",8,"8"
"500279655023015",33,"33"
"500279655023016",32,"27"
"500279655023017",9,"7"
"500279655023018",6,"5"
"500279655023019",NULL,"0"
"500279655023020",NULL,"0"
"500279656001000",NULL,"0"
"500279656001001",44,"86"
"500279656001002",22,"54"
"500279656001003",9,"18"
"500279656001004",1,"10"
"500279656001005",6,"20"
"500279656001006",11,"32"
"500279656001007",11,"32"
"500279656001008",16,"42"
"500279656001009",99,"218"
"500279656001010",NULL,"0"
"500279656001011",13,"28"
"500279656001012",8,"22"
"500279656001013",13,"28"
"500279656001014",14,"36"
"500279656001015",13,"28"
"500279656001016",7,"16"
"500279656001017",15,"34"
"500279656001018",11,"28"
"500279656001019",NULL,"0"
"500279656002000",NULL,"0"
"500279656002001",63,"62"
"500279656002002",1,"1"
"500279656002003",NULL,"0"
"500279656002004",48,"50"
"500279656002005",110,"144"
"500279656002006",10,"12"
"500279656002007",30,"52"
"500279656002008",27,"31"
"500279656003000",5,"9"
"500279656003001",47,"124"
"500279656003002",5,"10"
"500279656003003",1,"4"
"500279656003004",10,"24"
"500279656003005",10,"30"
"500279656003006",14,"30"
"500279656003007",99,"164"
"500279656003008",23,"50"
"500279656003009",NULL,"0"
"500279656003010",NULL,"0"
"500279656003011",NULL,"0"
"500279656003012",2,"2"
"500279656003013",25,"22"
"500279656003014",5,"5"
"500279656003015",NULL,"0"
"500279656003016",7,"16"
"500279656003017",40,"67"
"500279656003018",NULL,"2"
"500279656003019",3,"6"
"500279656003020",NULL,"0"
"500279656003021",2,"14"
"500279656003022",1,"4"
"500279656003023",NULL,"0"
"500279656004000",NULL,"0"
"500279656004001",NULL,"0"
"500279656004002",2,"2"
"500279656004003",NULL,"0"
"500279656004004",NULL,"0"
"500279656004005",NULL,"0"
"500279656004006",2,"4"
"500279656004007",8,"12"
"500279656004008",20,"17"
"500279656004009",19,"17"
"500279656004010",NULL,"0"
"500279656004011",4,"5"
"500279656004012",NULL,"0"
"500279656004013",NULL,"0"
"500279656004014",5,"7"
"500279656004015",NULL,"0"
"500279656004016",45,"53"
"500279656004017",11,"9"
"500279656004018",7,"5"
"500279656004019",75,"73"
"500279656004020",9,"11"
"500279656004021",12,"13"
"500279656004022",NULL,"2"
"500279656004023",NULL,"0"
"500279656004024",NULL,"0"
"500279656004025",NULL,"0"
"500279656004026",47,"126"
"500279656004027",14,"40"
"500279656004028",4,"6"
"500279656004029",3,"4"
"500279656004030",104,"139"
"500279656004031",19,"18"
"500279656004032",14,"15"
"500279656004033",10,"11"
"500279656004034",10,"16"
"500279656004035",8,"8"
"500279656004036",1,"2"
"500279656005000",11,"17"
"500279656005001",83,"146"
"500279656005002",19,"30"
"500279656005003",6,"10"
"500279656005004",11,"14"
"500279656005005",NULL,"0"
"500279656005006",NULL,"0"
"500279656005007",NULL,"0"
"500279656005008",NULL,"0"
"500279656005009",NULL,"0"
"500279656005010",4,"1"
"500279656005011",9,"9"
"500279656005012",11,"15"
"500279656005013",NULL,"0"
"500279656005014",10,"37"
"500279656005015",NULL,"0"
"500279656005016",4,"14"
"500279656005017",6,"12"
"500279656005018",NULL,"0"
"500279656005019",NULL,"0"
"500279656005020",NULL,"0"
"500279656005021",NULL,"0"
"500279656005022",NULL,"0"
"500279656005023",NULL,"0"
"500279656005024",21,"16"
"500279656005025",9,"0"
"500279656005026",15,"3"
"500279656005027",NULL,"0"
"500279657001000",5,"9"
"500279657001001",NULL,"0"
"500279657001002",1,"1"
"500279657001003",4,"5"
"500279657001004",57,"61"
"500279657001005",1,"2"
"500279657001006",24,"21"
"500279657001007",33,"31"
"500279657001008",NULL,"0"
"500279657001009",32,"23"
"500279657001010",55,"79"
"500279657001011",NULL,"0"
"500279657001012",8,"4"
"500279657001013",5,"0"
"500279657001014",NULL,"0"
"500279657001015",3,"2"
"500279657001016",17,"23"
"500279657001017",23,"18"
"500279657001018",NULL,"0"
"500279657001019",7,"3"
"500279657001020",1,"2"
"500279657001021",23,"12"
"500279657001022",52,"54"
"500279657001023",8,"8"
"500279657001024",4,"6"
"500279657001025",13,"11"
"500279657001026",2,"0"
"500279657001027",NULL,"0"
"500279657001028",NULL,"0"
"500279657001029",34,"11"
"500279657001030",4,"0"
"500279657001031",5,"5"
"500279657001032",26,"19"
"500279657001033",9,"4"
"500279657001034",13,"5"
"500279657001035",1,"0"
"500279657001036",26,"31"
"500279657001037",NULL,"0"
"500279657001038",2,"2"
"500279657001039",3,"1"
"500279657001040",NULL,"0"
"500279657001041",1,"8"
"500279657001042",NULL,"0"
"500279657001043",8,"4"
"500279657001044",10,"23"
"500279657001045",1,"2"
"500279657002000",20,"9"
"500279657002001",6,"5"
"500279657002002",44,"16"
"500279657002003",4,"3"
"500279657002004",8,"9"
"500279657002005",53,"23"
"500279657002006",3,"0"
"500279657002007",2,"4"
"500279657002008",31,"11"
"500279657002009",5,"3"
"500279657002010",7,"0"
"500279657002011",24,"4"
"500279657002012",31,"10"
"500279657002013",2,"2"
"500279657002014",67,"46"
"500279657002015",12,"5"
"500279657002016",1,"0"
"500279657002017",15,"6"
"500279657002018",54,"38"
"500279657002019",2,"0"
"500279657002020",15,"6"
"500279657002021",NULL,"0"
"500279657002022",NULL,"0"
"500279657002023",11,"8"
"500279657002024",15,"12"
"500279657002025",13,"4"
"500279657003000",NULL,"0"
"500279657003001",4,"1"
"500279657003002",4,"8"
"500279657003003",NULL,"0"
"500279657003004",63,"13"
"500279657003005",10,"6"
"500279657003006",9,"3"
"500279657003007",NULL,"0"
"500279657003008",17,"20"
"500279657003009",NULL,"0"
"500279657003010",NULL,"0"
"500279657003011",NULL,"0"
"500279657003012",8,"6"
"500279657003013",14,"8"
"500279657003014",12,"16"
"500279657003015",NULL,"0"
"500279657003016",6,"2"
"500279657003017",101,"85"
"500279657003018",2,"2"
"500279657003019",NULL,"0"
"500279657003020",6,"6"
"500279657003021",15,"11"
"500279657003022",NULL,"0"
"500279657003023",15,"6"
"500279657003024",NULL,"0"
"500279657003025",NULL,"0"
"500279657003026",NULL,"0"
"500279657003027",13,"3"
"500279657003028",NULL,"0"
"500279657003029",21,"20"
"500279657003030",NULL,"0"
"500279657003031",2,"2"
"500279657003032",NULL,"0"
"500279657003033",NULL,"0"
"500279657003034",NULL,"0"
"500279657003035",NULL,"2"
"500279657003036",3,"2"
"500279657003037",NULL,"0"
"500279657003038",3,"6"
"500279657003039",NULL,"0"
"500279657003040",1,"2"
"500279657003041",NULL,"0"
"500279657003042",NULL,"0"
"500279657003043",1,"0"
"500279657003044",3,"4"
"500279657003045",1,"0"
"500279657003046",7,"14"
"500279657003047",NULL,"0"
"500279657003048",NULL,"0"
"500279657003049",NULL,"0"
"500279657003050",NULL,"0"
"500279657003051",9,"8"
"500279657003052",3,"4"
"500279657003053",38,"30"
